PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WKA_NM,IA_AF_WK_CENT,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,PRE_OUTFIT_NOTE,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,GO_OUT_CHK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,YARD_IN_DT,CHECK_SIZE,CHECK_DAY_NIGHT,NOW_WORK,CHECK_WORK,CHECK_IN,CHECK_OUTFITTING,RANK
SN2599,D321P,15.200,13.200,4.000,38.000,3I,05,3I-05,선행의장IN,OP,내업의장,20240528,20240604,20240529,생산2,3I,1G58500,선행의장부선행의장2과,D320P,A,대조립(ASSEMBLY),20240605,20240613,20240617,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,8,20240605,1,0,WORK,0,1,1,657
SN2464,E620P,16.600,16.200,10.500,54.000,HA,09,HA-09,부수이동,P,도장(Paint),20240522,20240604,20240531,생산1,H,1G57300,선행도장부선행도장2과,E620P,OT,계장 TUBING,20240605,20240605,20240520,생산1,H,1G57300,선행도장부선행도장2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,WORK,0,1,1,658
SN2463,S400S,17.600,19.200,5.200,76.000,3H,03,3H-03,부수이동,P,도장(Paint),20240516,20240604,20240529,생산2,3K,1G57100,선행도장부선행도장1과,S400S,OT,계장 TUBING,20240605,20240605,20240514,생산2,3K,1G57100,선행도장부선행도장1과,20240513,20240513,선행의장,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,WORK,0,1,1,659
SN2456,E720S,15.700,21.700,8.400,101.000,3P,14,3P-14,부수이동,P,도장(Paint),20240527,20240607,20240531,생산2,3K,1G57100,선행도장부선행도장1과,E720S,OI,INSULATION,20240605,20240610,20240520,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,8,20240605,1,0,WORK,0,1,1,660
SN2661,D401P,16.000,10.700,6.400,24.000,3J,13,3J-13,부수이동,OP,내업의장,20240521,20240530,20240528,생산2,3J,1G58200,선행의장부선행의장1과,D400P,A,대조립(ASSEMBLY),20240604,20240618,20240626,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,WORK,0,1,1,661
SN2639,E113S,17.400,7.800,3.300,21.000,조립,53BAY,조립-53BAY,,M,중조(MID ASSEMBLY),20240517,20240603,20240603,생산2,53C,1H46300,조립부조립3과,E113S,OP,내업의장,20240604,20240610,20240516,2,HN,1H92500,선행의장부신한내의장과,20240528,20240530,조립,,,,,TB_PPT_READ_ASS_53BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,0,2,7,20240604,1,0,WORK,0,1,1,662
SN2639,E112S,17.400,7.800,3.200,23.000,53BAY,01,53BAY-01,부수이동,M,중조(MID ASSEMBLY),20240513,20240603,20240603,생산2,53C,1H46300,조립부조립3과,E112S,OP,내업의장,20240604,20240610,20240516,생산2,53C,1H46300,조립부조립3과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,2,7,20240604,1,0,WORK,0,1,1,663
SN2638,T351P,15.400,16.800,2.700,67.000,OB,10,OB-10,부수이동,OP,내업의장,20240523,20240603,20240531,생산2,3I,1G58500,선행의장부선행의장2과,T350P,A,대조립(ASSEMBLY),20240604,20240618,20240619,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240524.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,WORK,0,1,1,664
SN2638,T121S,13.500,15.600,2.900,74.000,2C5,02,2C5-02,부수이동,OP,내업의장,20240527,20240530,20240531,생산3,FB7,1L84300,해)선행의장부선행의장2과,T120S,A,대조립(ASSEMBLY),20240604,20240611,20240613,생산3,FB7,1L84300,해)선행의장부선행의장2과,,,,20240523.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,WORK,0,1,1,665
SN2638,A110S,5.300,4.200,10.500,15.000,3Q,06,3Q-06,부수이동,P,도장(Paint),20240523,20240604,20240625,생산2,3K,1G57100,선행도장부선행도장1과,A110S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240613,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,666
SN2637,T130S,13.500,15.600,2.900,41.000,3R42,05,3R42-05,부수이동,P,도장(Paint),20240523,20240604,20240605,생산2,3K,1G57100,선행도장부선행도장1과,T130S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240524,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,667
SN2637,T110P,15.000,15.000,2.800,72.000,PT2A,07,PT2A-07,부수이동,P,도장(Paint),20240523,20240604,20240531,생산1,H,1G57300,선행도장부선행도장2과,T110P,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240520,생산1,H,1G57300,선행도장부선행도장2과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,668
SN2637,S18GS,30.200,20.300,11.900,0.000,2B7,33,2B7-33,부수이동,OG,MAIN 의장,20240520,20240603,20240531,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,S18GS,TH,PE 족장해체(PE DESTAGING),20240604,20240604,20240516,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,,,,20240518.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,7,20240604,1,0,WORK,0,1,1,669
SN2637,S18GP,30.200,20.300,11.900,0.000,2B7,44,2B7-44,PE착수,OG,MAIN 의장,20240520,20240603,20240531,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,S18GP,TH,PE 족장해체(PE DESTAGING),20240604,20240604,20240516,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,,,,20240518.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,7,20240604,1,0,WORK,0,1,1,670
SN2637,S110S,20.800,21.700,8.300,57.000,3Q,06,3Q-06,부수이동,P,도장(Paint),20240521,20240604,20240607,생산2,3K,1G57100,선행도장부선행도장1과,S110S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240523,생산2,3K,1G57100,선행도장부선행도장1과,20240514,20240514,선행의장,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,671
SN2637,F540C,14.900,14.700,3.400,49.000,3O,02,3O-02,사외IN,OP,내업의장,20240524,20240604,20240610,생산2,3J,1G58200,선행의장부선행의장1과,F540C,TP,도장 족장설치(PNT STAGING),20240605,20240605,20240528,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,7,20240604,1,0,WORK,0,1,1,672
SN2637,D722S,22.000,6.400,1.000,15.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240527,20240531,20240522,생산2,3J,1G58200,선행의장부선행의장1과,D720S,S,소조립(SUB ASSEMBLY),20240604,20240607,20240624,생산2,HN,1H92500,선행의장부신한내의장과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,WORK,0,1,1,673
SN2634,D380S,15.400,13.500,4.400,26.000,S2,10,S2-10,선행의장IN,OP,내업의장,20240528,20240603,20240605,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D380S,R,TURN OVER,20240604,20240604,20240530,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,7,20240604,1,0,WORK,0,1,1,674
SN2634,D320S,15.900,13.500,4.400,26.000,3K,04,3K-04,부수이동,P,도장(Paint),20240517,20240604,20240604,생산2,3K,1G57100,선행도장부선행도장1과,D320S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240522,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,675
SN2631,M310S,21.700,17.500,3.600,63.000,OD,15,OD-15,부수이동,A,대조립(ASSEMBLY),20240507,20240603,20240603,생산2,SUA,SC00010,욱일기업,M310S,TO,SHOP OUT(검사/OUT),20240604,20240604,20240514,생산2,SUA,SC00010,욱일기업,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,7,20240604,1,0,WORK,0,1,1,676
SN2631,M310P,21.700,17.600,3.600,64.000,OD,16,OD-16,사외IN,A,대조립(ASSEMBLY),20240507,20240603,20240603,생산2,SUA,SC00010,욱일기업,M310P,TO,SHOP OUT(검사/OUT),20240604,20240604,20240514,생산2,SUA,SC00010,욱일기업,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,7,20240604,1,0,WORK,0,1,1,677
SN2616,S080P,14.800,11.400,5.600,16.000,PT7,11,PT7-11,부수이동,P,도장(Paint),20240522,20240604,20240517,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,S080P,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240502,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,678
SN2616,E540S,15.000,14.000,3.400,33.000,S1A,08,S1A-08,선행의장IN,O,선행의장(OUTFITTING),20240520,20240531,20240527,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E540S,TP,도장 족장설치(PNT STAGING),20240605,20240605,20240513,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,7,20240604,1,0,WORK,0,1,1,679
SN2616,D36GS,12.700,21.100,6.900,0.000,3R42,06,3R42-06,선행도장이동,P,도장(Paint),20240522,20240604,20240524,생산2,3K,1G57100,선행도장부선행도장1과,D36GS,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240510,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,680
SN2616,D35GS,13.200,21.100,11.000,0.000,PT6,02,PT6-02,부수이동,P,도장(Paint),20240516,20240604,20240522,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,D35GS,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240508,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,681
SN2612,F11GC,13.900,31.700,15.600,0.000,3C,04,3C-04,PE착수,G,PE(PRE-ERECTION),20240502,20240603,20240603,생산2,3C,1H54100,건조2부선행건조과,F11GC,TH,PE 족장해체(PE DESTAGING),20240604,20240604,20240425,생산2,3C,1H54100,건조2부선행건조과,,,,20240503.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,WORK,0,1,1,682
SN2609,B110S,21.300,19.400,3.800,54.000,조립,53BAY,조립-53BAY,,A,대조립(ASSEMBLY),20240517,20240603,20240604,생산2,53C,1H46300,조립부조립3과,B110S,TO,SHOP OUT(검사/OUT),20240604,20240604,20240520,2,,,,20240528,20240531,조립,,,,,TB_PPT_READ_ASS_53BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,1,0,7,20240604,1,0,WORK,0,1,1,683
SN2608,F520S,19.900,18.500,6.300,78.000,3K,03,3K-03,부수이동,P,도장(Paint),20240521,20240604,20240530,생산2,3K,1G57100,선행도장부선행도장1과,F520S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240517,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,684
SN2608,D320S,16.000,13.500,4.400,25.000,PT1A,06,PT1A-06,선행도장이동,P,도장(Paint),20240524,20240604,20240604,생산1,H,1G57300,선행도장부선행도장2과,D320S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240522,생산1,H,1G57300,선행도장부선행도장2과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,685
SN2608,D310S,19.600,13.600,5.600,32.000,3U,02,3U-02,부수이동,P,도장(Paint),20240520,20240604,20240604,생산2,3K,1G57100,선행도장부선행도장1과,D310S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240522,생산2,3K,1G57100,선행도장부선행도장1과,20240514,20240511,선행의장,20240525.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,686
SN2607,D720S,20.900,19.400,6.700,62.000,3G,06,3G-06,부수이동,P,도장(Paint),20240516,20240603,20240530,생산2,3K,1G57100,선행도장부선행도장1과,D720S,OT,계장 TUBING,20240604,20240604,20240517,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,WORK,0,1,1,687
SN2607,D710S,23.600,19.400,6.700,58.000,3R43,09,3R43-09,부수이동,P,도장(Paint),20240517,20240603,20240530,생산2,3K,1G57100,선행도장부선행도장1과,D710S,OT,계장 TUBING,20240604,20240604,20240517,생산2,3K,1G57100,선행도장부선행도장1과,20240509,20240509,선행의장,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,WORK,0,1,1,688
SN2599,S110P,20.100,20.900,7.900,64.000,HB,04,HB-04,부수이동,P,도장(Paint),20240522,20240604,20240607,생산1,H,1G57300,선행도장부선행도장2과,S110P,TK,YARD OUT,20240604,20240605,20240523,생산1,H,1G57300,선행도장부선행도장2과,20240514,20240515,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,WORK,0,1,1,689
SN2599,F250C,12.400,6.700,2.400,20.000,JA,05,JA-05,조립OUT,OP,내업의장,20240528,20240603,20240531,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,F250C,B,소지(BLASTING),20240604,20240604,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,7,20240604,1,0,WORK,0,1,1,690
SN2599,E230S,17.000,12.000,4.300,27.000,3G,09,3G-09,부수이동,P,도장(Paint),20240517,20240603,20240527,생산2,3K,1G57100,선행도장부선행도장1과,E230S,OT,계장 TUBING,20240604,20240604,20240513,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,7,20240604,1,0,WORK,0,1,1,691
SN2599,D722S,17.800,6.600,1.900,15.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240527,20240530,20240527,생산2,3J,1G58200,선행의장부선행의장1과,D720S,S,소조립(SUB ASSEMBLY),20240604,20240607,20240619,생산2,HN,1H92500,선행의장부신한내의장과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,7,20240604,1,0,WORK,0,1,1,692
SN2599,A110S,7.900,5.300,11.500,25.000,3A,05,3A-05,기타이동,OB,BORING,20240509,20240531,20240522,생산2,3A4,1H64600,기계의장부기관2과,A110S,OU,올리기(BLOCK LIFT UP),20240604,20240604,20240426,생산2,3A4,1H64600,기계의장부기관2과,20240411,20240411,선행의장,20240508.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,WORK,0,1,1,693
SN2591,W820P,4.000,19.000,0.500,19.000,PT1A,03,PT1A-03,부수이동,P,도장(Paint),20240528,20240604,20240611,생산1,H,1G57300,선행도장부선행도장2과,W820P,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240603,생산1,H,1G57300,선행도장부선행도장2과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,694
SN2591,E560C,10.300,17.600,7.200,26.000,PT2B,08,PT2B-08,선행도장이동,P,도장(Paint),20240523,20240604,20240605,생산1,H,1G57300,선행도장부선행도장2과,E560C,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240523,생산1,H,1G57300,선행도장부선행도장2과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,695
SN2591,D560C,6.600,8.100,5.800,23.000,UC,12,UC-12,선행의장IN,OP,내업의장,20240522,20240529,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D560C,TP,도장 족장설치(PNT STAGING),20240605,20240605,20240520,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,7,20240604,1,0,WORK,0,1,1,696
SN2466,E210P,14.500,12.600,6.000,33.000,HA,09,HA-09,부수이동,P,도장(Paint),20240522,20240604,20240603,생산1,H,1G57300,선행도장부선행도장2과,E210P,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240521,생산1,H,1G57300,선행도장부선행도장2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,697
SN2464,C390S,1.800,19.400,0.700,11.000,PT1A,04,PT1A-04,선행도장이동,P,도장(Paint),20240528,20240604,20240605,생산1,H,1G57300,선행도장부선행도장2과,C390S,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240529,생산1,H,1G57300,선행도장부선행도장2과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,698
SN2464,C390P,1.800,20.400,0.700,11.000,PT1A,04,PT1A-04,선행도장이동,P,도장(Paint),20240528,20240604,20240605,생산1,H,1G57300,선행도장부선행도장2과,C390P,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240529,생산1,H,1G57300,선행도장부선행도장2과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,699
SN2463,B20GC,17.600,42.000,5.000,0.000,3U,05,3U-05,부수이동,P,도장(Paint),20240516,20240604,20240523,생산2,3K,1G57100,선행도장부선행도장1과,B20GC,TQ,도장 족장해체(PNT DESTAGING),20240605,20240605,20240508,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240519.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,7,20240604,1,0,WORK,0,1,1,700
SN2457,T47GC,15.900,34.300,2.700,0.000,2P6,03,2P6-03,PE착수,G,PE(PRE-ERECTION),20240524,20240604,20240510,생산3,F7Q,1L91200,해)구조부구조2과,T47GC,T,TOUCH UP,20240604,20240607,20240426,생산3,F7Q,1L91200,해)구조부구조2과,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,7,20240604,1,0,WORK,0,1,1,701
SN2661,E171C,22.000,14.600,3.800,118.000,68,10,68-10,부수이동,OP,내업의장,20240523,20240530,20240529,생산2,2PD,1G58500,선행의장부선행의장2과,E170C,A,대조립(ASSEMBLY),20240603,20240624,,,,,,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,702
SN2654,A121S,5.600,9.300,3.400,19.000,ID,05,ID-05,조립OUT,M,중조(MID ASSEMBLY),20240517,20240529,20240531,생산1,P4,1J92200,[가상]전략생산팀(가공그룹)조립1과,A120C,A,대조립(ASSEMBLY),20240603,20240617,,,,,,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,1,6,20240603,1,0,WORK,0,1,1,703
SN2639,E113P,17.400,7.800,3.300,21.000,조립,53BAY,조립-53BAY,,M,중조(MID ASSEMBLY),20240508,20240530,20240603,생산2,53A,1H46300,조립부조립3과,E113P,OP,내업의장,20240603,20240607,20240516,2,HN,1H92500,선행의장부신한내의장과,20240528,20240530,조립,,,,,TB_PPT_READ_ASS_53BAY,사내,작업장,6,5,2024-05-28 17:32:54.377,False,0,2,6,20240603,1,0,WORK,0,1,1,704
SN2638,T351S,15.400,15.800,2.700,52.000,OB,10,OB-10,부수이동,OP,내업의장,20240527,20240605,20240531,생산2,3I,1G58500,선행의장부선행의장2과,T350S,A,대조립(ASSEMBLY),20240603,20240610,20240613,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240524.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,705
SN2638,E330S,15.100,14.200,5.400,29.000,S1A,07,S1A-07,부수이동,O,선행의장(OUTFITTING),20240516,20240529,20240529,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E330S,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240516,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,706
SN2638,E330P,15.100,14.200,5.400,30.000,NB,05,NB-05,선행의장IN,O,선행의장(OUTFITTING),20240516,20240529,20240529,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E330P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240516,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,707
SN2638,E320S,12.200,15.400,5.000,28.000,3I,20,3I-20,부수이동,O,선행의장(OUTFITTING),20240517,20240529,20240529,생산1,S1,1G58500,선행의장부선행의장2과,E320S,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240516,생산1,S1,1G58500,선행의장부선행의장2과,20240528,20240528,선행의장,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,708
SN2638,E320P,12.200,15.400,5.000,27.000,68,09,68-09,선행의장IN,O,선행의장(OUTFITTING),20240516,20240530,20240529,생산2,3I,1G58500,선행의장부선행의장2과,E320P,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240516,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,709
SN2638,E110P,17.500,16.700,8.300,28.000,5K,06,5K-06,선행도장이동,P,도장(Paint),20240520,20240531,20240521,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,E110P,TK,YARD OUT,20240603,20240604,20240507,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,,,,20240528.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,WORK,0,1,1,710
SN2638,A310S,17.900,19.800,5.500,101.000,2C9,01,2C9-01,부수이동,OP,내업의장,20240521,20240530,20240528,생산3,FC4,1L82200,해)선행의장부선행의장3과,A310S,R,TURN OVER,20240603,20240603,20240517,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,711
SN2638,A310P,17.900,21.100,5.500,116.000,2C9,02,2C9-02,사외IN,OP,내업의장,20240522,20240531,20240528,생산3,FC4,1L82200,해)선행의장부선행의장3과,A310P,R,TURN OVER,20240603,20240603,20240517,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,712
SN2637,T130P,13.500,16.500,2.900,43.000,RD38,02,RD38-02,부수이동,P,도장(Paint),20240522,20240603,20240605,생산1,H,1G57300,선행도장부선행도장2과,T130P,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240524,생산1,H,1G57300,선행도장부선행도장2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,713
